product_id,product_name,category,material,brand,price_usd,color,country_of_origin,rating,reviews_count,in_stock,merchant_source,sustainability_label
P003867,Stainless Steel Container,Kitchen & Dining,18/8 Stainless Steel,Lunchbots,25.12,Yellow,Australia,4.0,18386,False,Whole Foods,B Corp
P003868,Plastic Cutlery,Kitchen & Dining,Polystyrene Plastic,Generic,2.78,Brown,China,4.8,26741,True,Retailer X,None
P003869,Sunscreen Plastic Tube,Personal Care,"Avobenzone, Plastic",Neutrogena,11.53,Green,Japan,4.2,25418,True,Online Shop A,None
P003870,Reusable Coffee Filter,Kitchen & Dining,Organic Cotton,Coffeesock,9.29,Beige,Canada,4.8,20171,True,Whole Foods,Gots
P003871,Recycled Material Pet Bed,Pet Care,"Recycled Pet Fill, Cotton Cover",P.L.A.Y.,51.93,Red,Canada,4.3,29326,True,Online Shop B,Grs Certified
P003872,Glass Perfume Bottle,Personal Care,"Natural Oils, Glass",Phlur,100.58,Beige,Netherlands,5.0,31345,True,Brand Store Z,Cosmos Natural
P003873,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,4.41,White,Netherlands,3.3,37381,True,Amazon,Fsc Certified
P003874,Synthetic Underwear,Fashion & Clothing,"90% Nylon, 10% Elastane",Victoria'S Secret,15.47,Unknown,Italy,4.5,31849,True,Brand Store Z,None
P003875,Stainless Steel Kids Lunchbox,Baby & Kids,18/8 Stainless Steel,Planetbox,45.94,Purple,China,4.8,25418,True,Amazon,None
P003876,Cotton Produce Bag,Kitchen & Dining,Organic Cotton Mesh,Colony Co,9.11,Beige,France,4.1,7948,True,Amazon,Gots
P003877,Glass Vitamin Jar,Healthcare & Wellness,"Glass, Metal Lid",Garden Of Life,24.62,Blue,India,4.7,12170,True,Online Shop B,Usda Organic
P003878,Synthetic Tote Bag,Fashion & Clothing,Polypropylene,Generic,2.69,Pink,Japan,4.9,7814,False,Marketplace Y,None
P003879,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,32.4,Natural,Canada,4.9,26309,False,Whole Foods,None
P003880,Plastic Pasta Bag,Food & Beverage,"Cellophane, Plastic",Barilla,1.76,Grey,China,4.7,44092,True,Online Shop A,None
P003881,Single-Use Alkaline Battery,Electronics & Energy,"Alkaline, Zinc, Manganese",Duracell,10.84,Red,Canada,4.9,21902,True,Greenshop,None
P003882,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,15.6,Natural,Japan,3.8,26828,True,Ecoretail,None
P003883,Sunscreen Bar,Personal Care,"Zinc Oxide, Coconut Oil",Raw Elements,16.98,White,Usa,4.0,32941,False,Target,Reef Safe Certified
P003884,Plastic Pet Food Mat,Pet Care,Pvc Plastic,Ourpets,5.26,Blue,Canada,3.9,25775,False,Online Shop B,None
P003885,Aluminum Foil,Kitchen & Dining,Aluminum,Reynolds,6.3,Brown,India,3.9,16694,True,Online Shop B,None
P003886,Polyester T-Shirt,Fashion & Clothing,100% Polyester,H&M,9.24,Blue,Unknown,4.6,33140,True,Marketplace Y,None
P003887,Virgin Sticky Notes,Office & Stationery,"Virgin Paper, Acrylic Adhesive",Post-It,3.68,Brown,India,3.9,38432,True,Retailer X,None
P003888,Plastic Garden Pot,Garden & Outdoors,Polypropylene Plastic,Bloem,4.65,Yellow,Sweden,3.1,44643,True,Online Shop A,None
P003889,Plastic Laptop Sleeve,Electronics & Energy,"Neoprene, Polyester",Amazonbasics,14.07,Clear,Unknown,3.1,17780,True,Retailer X,None
P003890,Plastic Tea Bags,Food & Beverage,"Polypropylene, Paper, Tea",Lipton,4.6,Unknown,Uk,4.1,12694,True,Ecoretail,None
P003891,Disposable Paper Cup,Kitchen & Dining,"Paper, Plastic Lining",Dixie,0.23,Orange,India,3.2,46352,False,Amazon,None
P003892,Natural Insect Repellent,Healthcare & Wellness,"Citronella, Eucalyptus, Glass Spray",Badger,10.5,Clear,India,4.0,25418,True,Ecoretail,Cosmos Natural
P003893,Solar Charger Panel,Electronics & Energy,"Monocrystalline Silicon, Aluminum Frame",Anker,55.9,Black,Sweden,4.7,15166,True,Ecoretail,None
P003894,Plastic Cotton Swabs,Personal Care,"Plastic, Cotton",Q-Tips,2.93,Clear,Netherlands,4.4,7823,True,Online Shop B,None
P003895,Wooden Baby Toy Block Set,Baby & Kids,Sustainably Sourced Maple Wood,Melissa & Doug,27.7,Brown,Unknown,5.0,35300,True,Whole Foods,Fsc Certified
P003896,Plastic Dental Floss,Personal Care,"Nylon, Plastic Container",Oral-B,2.63,Green,Usa,4.5,14288,True,Retailer X,None
P003897,Leather Sneakers,Fashion & Clothing,Full Grain Leather,Nike,93.14,Unknown,Canada,4.0,38475,True,Walmart,None
P003898,Recycled Paper Towel,Kitchen & Dining,100% Recycled Paper,Seventh Generation,6.07,Beige,Germany,4.6,2539,True,Whole Foods,Fsc Certified
P003899,Peat Compost,Garden & Outdoors,Peat Moss,Miracle-Gro,9.66,Red,Brazil,3.2,30090,True,Greenshop,None
P003900,Compostable Tape,Office & Stationery,"Cellulose, Natural Rubber Adhesive",Nitto,7.66,Purple,Canada,4.5,42583,True,Retailer X,Bpi Certified
P003901,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,4.13,Orange,Japan,4.7,33029,True,Target,None
P003902,Beeswax Wood Polish,Cleaning,"Beeswax, Linseed Oil, Glass Jar",Howard,13.89,Unknown,Usa,4.8,26367,True,Retailer X,None
P003903,Glass Food Container,Kitchen & Dining,"Borosilicate Glass, Silicone Lid",Pyrex,21.4,Green,Netherlands,3.2,35723,False,Retailer X,None
P003904,Plastic Landscape Fabric,Garden & Outdoors,Polypropylene Plastic,Dewitt,16.46,Unknown,Sweden,3.2,35275,False,Marketplace Y,None
P003905,Glass Olive Oil Bottle,Food & Beverage,"Dark Glass, Metal Cap",California Olive Ranch,11.96,Black,China,4.7,40243,True,Online Shop B,None
P003906,Staple-Free Stapler,Office & Stationery,"Abs Plastic, Metal Blade",Kokuyo,10.24,Clear,Germany,4.9,18588,True,Etsy,None
P003907,Natural All-Purpose Cleaner Glass,Cleaning,"Vinegar, Essential Oils, Glass Bottle",Branch Basics,13.62,Yellow,Italy,3.9,25418,True,Brand Store Z,Ewg Verified
P003908,Synthetic Dress Shirt,Fashion & Clothing,"65% Polyester, 35% Cotton",Van Heusen,33.43,Red,Unknown,4.4,38132,True,Target,None
P003909,Bamboo Cutlery Set,Kitchen & Dining,Bamboo,To-Go Ware,12.95,Black,India,4.0,43,True,Retailer X,Fsc Certified
P003910,Cast Iron Pan,Kitchen & Dining,Cast Iron,Lodge,36.79,Yellow,Canada,3.8,15044,False,Etsy,None
P003911,Natural Bristle Toothbrush,Personal Care,"Wood, Natural Bristle",Naturdent,8.02,Pink,Sweden,3.3,14777,True,Brand Store Z,Eu Ecolabel
P003912,Compostable Cup,Kitchen & Dining,Pla Bioplastic,World Centric,0.48,White,Uk,3.4,37277,False,Ecoretail,Bpi Certified
P003913,Plastic Honey Bottle,Food & Beverage,Hdpe Plastic,Sue Bee,7.81,Clear,Usa,3.2,38468,True,Marketplace Y,None
P003914,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,51.95,Purple,France,3.7,19169,True,Greenshop,None
P003915,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,33.81,Yellow,India,4.9,19727,True,Marketplace Y,Gots
P003916,Single-Use Plastic Bottle,Kitchen & Dining,Pet Plastic,Evian,2.23,White,India,4.3,30892,True,Whole Foods,None
P003917,Plastic Dental Floss,Personal Care,"Nylon, Plastic Container",Oral-B,2.7,Unknown,France,4.9,3925,False,Ecoretail,None
P003918,Vegan Sneakers,Fashion & Clothing,"Recycled Pet, Natural Rubber Sole",Veja,157.79,Unknown,India,3.3,22861,True,Target,Fair Trade
P003919,Synthetic Dress Shirt,Fashion & Clothing,"65% Polyester, 35% Cotton",Van Heusen,28.76,Unknown,China,3.0,13503,True,Marketplace Y,None
P003920,Organic Aloe Vera Gel Glass,Healthcare & Wellness,"Organic Aloe Vera, Glass Bottle",Seven Minerals,13.46,Natural,Usa,3.1,25418,False,Target,Usda Organic
P003921,Cotton Produce Bag,Kitchen & Dining,Organic Cotton Mesh,Colony Co,8.98,Grey,Unknown,3.8,27650,True,Etsy,Gots
P003922,Electric Toothbrush Head,Personal Care,"Plastic, Nylon",Philips,8.84,Beige,Italy,3.2,36133,True,Amazon,None
P003923,Recycled Plastic Toothbrush,Personal Care,Recycled Plastic,Renew,4.46,Red,China,3.5,12525,True,Online Shop A,Grs Certified
P003924,Plastic Watering Can,Garden & Outdoors,Polypropylene Plastic,Bloem,13.96,Red,Uk,4.8,25418,True,Marketplace Y,None
P003925,Staple-Free Stapler,Office & Stationery,"Abs Plastic, Metal Blade",Kokuyo,9.46,White,Canada,4.6,1521,True,Online Shop B,None
P003926,Compostable Trash Bag,Kitchen & Dining,"Pla, Pbat Bioplastic",Biobag,11.89,Brown,India,3.6,5030,True,Online Shop A,Bpi Certified
P003927,Battery Garden Light,Electronics & Energy,"Plastic, Alkaline Batteries",Hampton Bay,18.64,Purple,Italy,4.0,28662,True,Online Shop A,None
P003928,Synthetic Aloe Vera Gel Plastic,Healthcare & Wellness,"Aloe Vera Extract, Carbomer, Plastic",Banana Boat,6.07,White,Germany,3.1,49345,False,Retailer X,None
P003929,Vegan Sneakers,Fashion & Clothing,"Recycled Pet, Natural Rubber Sole",Veja,145.52,Green,Canada,4.0,892,True,Greenshop,Fair Trade
P003930,Disposable Diaper,Baby & Kids,"Polypropylene, Polyethylene, Sap",Pampers,0.29,Pink,Netherlands,3.3,38274,True,Whole Foods,None
P003931,Glass Vitamin Jar,Healthcare & Wellness,"Glass, Metal Lid",Garden Of Life,22.84,Black,India,3.9,15415,True,Greenshop,Usda Organic
P003932,Virgin Polyester Hoodie,Fashion & Clothing,100% Polyester,H&M,26.83,Grey,Uk,4.1,42383,True,Greenshop,None
P003933,Glass Baby Bottle,Baby & Kids,"Borosilicate Glass, Silicone Sleeve",Dr. Brown'S,13.31,Black,China,3.6,16388,True,Online Shop B,None
P003934,Glass Jar Set,Kitchen & Dining,"Glass, Metal Lid",Ball,13.45,White,Japan,4.9,37855,True,Online Shop A,None
P003935,Cotton Face Rounds Reusable,Personal Care,Organic Cotton,Lastround,12.91,Unknown,Italy,4.7,25418,True,Target,Gots
P003936,Cloth Dish Towel,Kitchen & Dining,100% Cotton,Williams-Sonoma,15.84,White,Japan,3.1,9386,True,Brand Store Z,None
P003937,Plastic Pet Food Mat,Pet Care,Pvc Plastic,Ourpets,4.72,Unknown,Canada,4.6,8615,True,Marketplace Y,None
P003938,Leather Sneakers,Fashion & Clothing,Full Grain Leather,Nike,99.03,Yellow,Japan,4.4,35057,False,Retailer X,None
P003939,Synthetic Fleece Jacket,Fashion & Clothing,100% Polyester,Columbia,73.78,Pink,Canada,4.9,4999,True,Brand Store Z,None
P003940,Jute Garden Twine,Garden & Outdoors,Natural Jute Fiber,Luster Leaf,4.8,Beige,Japan,4.5,28523,True,Ecoretail,None
P003941,Mouthwash Tablets Zero Waste,Healthcare & Wellness,"Xylitol, Natural Mint, Paper Packaging",Bite,13.99,Unknown,Unknown,3.3,10840,True,Brand Store Z,Leaping Bunny
P003942,Linen Shirt,Fashion & Clothing,100% European Linen,Quince,54.22,Red,Netherlands,4.7,40865,False,Amazon,Oeko-Tex
P003943,Single-Use Plastic Bottle,Kitchen & Dining,Pet Plastic,Evian,2.09,Brown,Unknown,3.7,36261,True,Etsy,None
P003944,Paper Flour Bag,Food & Beverage,Kraft Paper,Bob'S Red Mill,5.91,Beige,Italy,3.5,36516,True,Retailer X,None
P003945,Dry Shampoo Aerosol,Personal Care,"Aerosol, Butane",Batiste,6.83,Unknown,India,4.9,20206,False,Online Shop B,None
P003946,Natural Mold Remover,Cleaning,"Tea Tree Oil, Vinegar",Benefect,15.84,Brown,Usa,3.8,32501,True,Target,Ewg Verified
P003947,Cloth Diaper,Baby & Kids,"Organic Cotton, Pul Cover",Bumgenius,18.25,Black,Japan,3.0,37401,True,Greenshop,Gots
P003948,Synthetic Aloe Vera Gel Plastic,Healthcare & Wellness,"Aloe Vera Extract, Carbomer, Plastic",Banana Boat,5.76,White,China,3.9,4600,False,Marketplace Y,None
P003949,Pu Leather Belt,Fashion & Clothing,"Pu Leather, Plastic",H&M,18.23,Natural,Netherlands,4.1,15736,False,Online Shop A,None
P003950,Plastic Cotton Swabs,Personal Care,"Plastic, Cotton",Q-Tips,3.03,Red,Netherlands,4.0,38353,False,Etsy,None
P003951,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,16.58,Grey,Canada,3.4,21119,True,Greenshop,Gots
P003952,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.61,Beige,Uk,3.4,29535,False,Marketplace Y,None
P003953,Plastic Stapler,Office & Stationery,"Abs Plastic, Metal",Swingline,7.24,Grey,Sweden,3.3,22896,False,Walmart,None
P003954,Organic Baby Mattress,Baby & Kids,"Organic Cotton, Natural Latex",Naturepedic,271.47,Purple,Japan,3.6,37206,True,Online Shop A,Gots
P003955,Paper Towel,Kitchen & Dining,Virgin Paper,Bounty,4.72,Purple,India,3.7,24032,True,Retailer X,None
P003956,Terracotta Garden Pot,Garden & Outdoors,Terracotta Clay,Hc Companies,9.07,Unknown,Canada,4.0,32602,True,Online Shop B,None
P003957,Plastic Hot Water Bottle,Healthcare & Wellness,Pvc Plastic,Medline,9.34,Natural,Australia,3.8,367,True,Ecoretail,None
P003958,Glass Baby Bottle,Baby & Kids,"Borosilicate Glass, Silicone Sleeve",Dr. Brown'S,11.47,Black,Canada,4.5,40441,True,Marketplace Y,None
P003959,Plastic Adhesive Bandages,Healthcare & Wellness,"Polyethylene, Acrylic Adhesive",Band-Aid,5.32,Beige,Uk,5.0,15657,False,Retailer X,None
P003960,Coir Coconut Compost,Garden & Outdoors,Coconut Coir Fiber,Burpee,13.25,Red,Sweden,3.6,23868,True,Brand Store Z,None
P003961,Plastic Hot Water Bottle,Healthcare & Wellness,Pvc Plastic,Medline,10.54,Black,France,3.4,29592,True,Walmart,None
P003962,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,15.53,Blue,Usa,4.6,8428,True,Target,None
P003963,Bamboo Straw,Kitchen & Dining,Bamboo,Greenstraw,6.98,Orange,Italy,4.0,35854,True,Online Shop A,Fsc Certified
P003964,Organic Baby Mattress,Baby & Kids,"Organic Cotton, Natural Latex",Naturepedic,308.79,Black,Germany,3.9,39094,True,Walmart,Gots
P003965,Cardboard Binder,Office & Stationery,Recycled Cardboard,Avery,6.58,Green,Germany,3.2,45689,False,Online Shop A,Fsc Certified
P003966,Cotton Face Rounds Reusable,Personal Care,Organic Cotton,Lastround,12.48,Unknown,Australia,3.2,25635,True,Target,Gots
P003967,Plastic Ziplock Bag,Kitchen & Dining,Ldpe Plastic,Ziploc,4.39,Blue,Sweden,3.5,42191,False,Amazon,None
P003968,Disposable Paper Cup,Kitchen & Dining,"Paper, Plastic Lining",Dixie,0.22,Pink,Usa,5.0,25418,True,Retailer X,None
P003969,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,3.59,Purple,Netherlands,4.6,47269,True,Etsy,None
P003970,Plastic Razor,Personal Care,"Plastic, Steel Blade",Gillette,5.8,Unknown,Uk,4.4,27082,True,Ecoretail,None
P003971,Plastic Landscape Fabric,Garden & Outdoors,Polypropylene Plastic,Dewitt,15.34,Orange,Netherlands,4.6,35940,True,Target,None
P003972,Natural Rubber Dog Toy,Pet Care,100% Natural Rubber,West Paw,16.25,Yellow,Australia,3.8,33820,True,Online Shop B,None
P003973,Beeswax Crayons,Baby & Kids,"Beeswax, Natural Pigments",Stockmar,16.27,Purple,Usa,3.7,10975,True,Etsy,None
P003974,Bamboo T-Shirt,Fashion & Clothing,"95% Bamboo, 5% Spandex",Cariloha,36.05,Clear,Brazil,3.0,33139,True,Etsy,Oeko-Tex
P003975,Plastic Pencil Case,Office & Stationery,Pvc Plastic,Zipit,7.45,Black,Unknown,4.0,38268,False,Walmart,None
P003976,Plastic Binder,Office & Stationery,Polypropylene Plastic,Avery,4.41,Red,India,3.6,23321,False,Online Shop A,None
P003977,Reusable Water Filter,Food & Beverage,"Bpa-Free Plastic, Carbon Filter",Brita,29.37,Beige,Usa,3.4,48241,True,Online Shop A,None
P003978,Silicone Food Wrap,Kitchen & Dining,Silicone,Stasher,11.25,Green,Italy,3.1,45599,True,Whole Foods,None
P003979,Chemical Sunscreen Plastic Tube,Healthcare & Wellness,"Oxybenzone, Octinoxate, Plastic",Coppertone,11.26,Blue,Uk,3.3,37913,True,Marketplace Y,None
P003980,Cardboard Binder,Office & Stationery,Recycled Cardboard,Avery,6.44,Beige,France,4.5,39836,False,Ecoretail,Fsc Certified
P003981,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,4.46,Yellow,France,4.7,11220,False,Brand Store Z,Fsc Certified
P003982,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,4.15,Pink,Canada,3.9,7441,False,Greenshop,Fsc Certified
P003983,Disposable Vinyl Gloves,Cleaning,Pvc Vinyl,Medline,10.01,Yellow,Australia,5.0,23932,True,Online Shop A,None
P003984,Synthetic Crayons,Baby & Kids,"Paraffin Wax, Synthetic Pigments, Plastic Box",Crayola,5.56,Purple,Canada,4.0,457,True,Online Shop A,None
P003985,Silicone Baking Mat,Kitchen & Dining,Food-Grade Silicone,Silpat,22.94,Yellow,Italy,3.6,19025,False,Online Shop B,None
P003986,Synthetic Pet Bed,Pet Care,"Polyester Fill, Polyester Cover",Furhaven,23.48,Green,Netherlands,5.0,13235,True,Online Shop A,None
P003987,Galvanized Steel Watering Can,Garden & Outdoors,Galvanized Steel,Haws,33.76,Clear,Unknown,4.5,29056,True,Ecoretail,None
P003988,Bamboo Garden Gloves,Garden & Outdoors,"Bamboo Fiber, Natural Rubber Grip",Foxgloves,13.95,Purple,Sweden,5.0,10108,True,Retailer X,None
P003989,Nylon Socks,Fashion & Clothing,"80% Nylon, 20% Elastane",Nike,16.02,Brown,Netherlands,5.0,23415,False,Whole Foods,None
P003990,Synthetic Baby Mattress,Baby & Kids,"Polyurethane Foam, Polyester Cover",Graco,78.46,Unknown,Germany,4.4,47215,False,Brand Store Z,None
P003991,Mouthwash Plastic Bottle,Healthcare & Wellness,"Water, Alcohol, Plastic Bottle",Listerine,5.58,Brown,Sweden,4.6,21319,True,Marketplace Y,None
P003992,Nylon Toothbrush,Personal Care,Nylon,Oral-B,2.6,Natural,Australia,3.2,44844,True,Walmart,None
P003993,Wooden Cutting Board,Kitchen & Dining,Acacia Wood,Boardsmith,48.15,Brown,Sweden,5.0,27003,True,Ecoretail,Fsc Certified
P003994,Reusable Mesh Bag,Food & Beverage,Organic Cotton Mesh,Alchemy Goods,10.42,Green,Germany,3.6,32198,True,Amazon,Gots
P003995,Conventional Denim Jeans,Fashion & Clothing,"98% Cotton, 2% Elastane",Levi'S,66.75,Black,Germany,4.5,10894,True,Whole Foods,None
P003996,Synthetic Crayons,Baby & Kids,"Paraffin Wax, Synthetic Pigments, Plastic Box",Crayola,4.4,Grey,France,4.8,22993,True,Marketplace Y,None
P003997,Plastic Dog Bowl,Pet Care,Polypropylene Plastic,Van Ness,4.74,Orange,Sweden,3.7,20373,False,Walmart,None
P003998,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,15.9,Green,Netherlands,4.7,5127,True,Whole Foods,Gots
P003999,Mouthwash Tablets,Personal Care,"Sodium Bicarbonate, Natural",Unpaste,9.54,Yellow,Unknown,4.5,17372,False,Retailer X,Cosmos Natural
P004000,Stainless Steel Straw,Kitchen & Dining,Stainless Steel,Finalstraw,11.17,Brown,Germany,4.0,3728,False,Retailer X,B Corp
P004001,Reusable Aluminum Foil,Kitchen & Dining,Recycled Aluminum,If You Care,7.92,Red,China,4.3,39207,True,Etsy,Grs Certified
P004002,Plastic Pasta Bag,Food & Beverage,"Cellophane, Plastic",Barilla,1.96,Purple,Uk,4.0,38037,False,Etsy,None
P004003,Laundry Detergent Strips,Cleaning,"Plant-Based Surfactants, Paper Packaging",Tru Earth,19.26,Yellow,Brazil,3.4,30719,False,Amazon,Cosmos Natural
P004004,Plastic Mop,Cleaning,"Polypropylene, Synthetic Fiber",Swiffer,31.08,Black,Uk,4.7,25418,True,Retailer X,None
P004005,Stainless Steel Dog Bowl,Pet Care,18/8 Stainless Steel,Loving Pets,11.5,Unknown,China,4.5,17164,True,Marketplace Y,None
P004006,Virgin Nylon Swimwear,Fashion & Clothing,"80% Nylon, 20% Elastane",Speedo,39.14,White,Germany,4.9,29782,False,Brand Store Z,None
P004007,Wooden Baby Toy Block Set,Baby & Kids,Sustainably Sourced Maple Wood,Melissa & Doug,25.56,Black,France,4.5,16754,True,Amazon,Fsc Certified
P004008,Plastic Baby Toy,Baby & Kids,"Abs Plastic, Pvc",Fisher-Price,14.62,Unknown,France,4.6,16689,True,Amazon,None
P004009,Pu Leather Belt,Fashion & Clothing,"Pu Leather, Plastic",H&M,19.94,Grey,Netherlands,3.8,13375,True,Online Shop B,None
P004010,Recycled Pet Dog Leash,Pet Care,Recycled Pet Bottles,Found My Animal,33.37,Unknown,Usa,4.8,2600,True,Online Shop B,Grs Certified
P004011,Bamboo Leggings,Fashion & Clothing,"72% Bamboo, 28% Nylon",Boody,46.34,Pink,Uk,3.5,36055,False,Walmart,Oeko-Tex
P004012,Synthetic Aloe Vera Gel Plastic,Healthcare & Wellness,"Aloe Vera Extract, Carbomer, Plastic",Banana Boat,6.14,Unknown,Germany,3.2,26408,True,Whole Foods,None
P004013,Compostable Coffee Bag,Food & Beverage,"Kraft Paper, Pla Lining",Counter Culture,17.12,Pink,Sweden,4.8,31366,True,Amazon,Bpi Certified
P004014,Vinyl Dog Toy,Pet Care,Pvc Vinyl,Kong,9.99,Green,Japan,5.0,44933,True,Walmart,None
P004015,Plastic Food Container,Kitchen & Dining,Polypropylene Plastic,Tupperware,8.45,Natural,Brazil,4.7,25745,False,Walmart,None
P004016,Natural Deodorant Stick,Personal Care,"Beeswax, Coconut Oil",Schmidt'S,11.18,Beige,China,3.8,2315,True,Whole Foods,Leaping Bunny
P004017,Plastic Binder,Office & Stationery,Polypropylene Plastic,Avery,5.55,Grey,China,4.3,17227,True,Target,None
P004018,Synthetic Pet Bed,Pet Care,"Polyester Fill, Polyester Cover",Furhaven,24.69,Black,Uk,3.4,4155,True,Marketplace Y,None
P004019,Charcoal Floss,Personal Care,"Nylon, Charcoal",Charchoal Floss Co,6.33,Blue,Canada,3.7,6580,True,Brand Store Z,None
P004020,Plastic Ballpoint Pen,Office & Stationery,"Abs Plastic, Ink",Bic,0.94,Grey,Usa,4.9,25488,True,Ecoretail,None
P004021,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,26.89,White,Australia,4.0,27766,True,Target,None
P004022,Plastic Water Bottle,Kitchen & Dining,Bpa-Free Plastic,Nalgene,11.37,Clear,Japan,3.5,22358,True,Etsy,None
P004023,Reusable Aluminum Foil,Kitchen & Dining,Recycled Aluminum,If You Care,8.4,Purple,Germany,4.0,23562,True,Amazon,Grs Certified
P004024,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,53.04,Purple,Germany,4.6,26533,False,Amazon,Energy Star
P004025,Plastic Dog Waste Bag,Pet Care,Ldpe Plastic,Dogipot,9.76,White,Unknown,3.6,41618,True,Amazon,None
P004026,Coconut Fiber Scrub Pad,Cleaning,"Coconut Coir, Natural Fiber",Ecoscrub,5.76,Red,China,4.0,32724,True,Whole Foods,Cosmos Natural
P004027,Peat Compost,Garden & Outdoors,Peat Moss,Miracle-Gro,9.77,Yellow,Germany,3.5,35870,True,Etsy,None
P004028,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,4.53,Pink,Brazil,3.4,17398,True,Brand Store Z,None
P004029,Synthetic Fleece Jacket,Fashion & Clothing,100% Polyester,Columbia,82.96,Grey,Canada,3.1,35025,True,Retailer X,None
P004030,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.2,Natural,France,4.9,2744,True,Etsy,None
P004031,Recycled Nylon Swimwear,Fashion & Clothing,Econyl Recycled Nylon,Girlfriend Collective,61.64,Yellow,Australia,4.6,25418,True,Marketplace Y,Grs Certified
P004032,Peat Compost,Garden & Outdoors,Peat Moss,Miracle-Gro,8.92,Unknown,Japan,3.1,25926,True,Greenshop,None
P004033,Bamboo Straw,Kitchen & Dining,Bamboo,Greenstraw,6.78,Beige,Netherlands,3.3,10892,True,Online Shop B,Fsc Certified
P004034,Glass Olive Oil Bottle,Food & Beverage,"Dark Glass, Metal Cap",California Olive Ranch,14.06,Unknown,Germany,4.6,17261,True,Ecoretail,None
P004035,Stainless Steel Baby Cup,Baby & Kids,Food-Grade Stainless Steel,Pura,16.78,White,Unknown,4.9,14826,True,Walmart,None
P004036,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,3.93,Unknown,Germany,3.3,35932,True,Target,None
P004037,Plastic Garden Twine,Garden & Outdoors,Polypropylene Plastic,Generic,2.77,Natural,China,3.0,26611,True,Online Shop A,None
P004038,Charcoal Toothbrush,Personal Care,"Bamboo, Charcoal Bristles",Charcoalco,6.58,Black,Brazil,4.2,37266,False,Whole Foods,Gots
P004039,Wooden Spoon Set,Kitchen & Dining,Beechwood,Oxo,14.19,Purple,Italy,4.4,39966,True,Etsy,Fsc Certified
P004040,Synthetic Laptop Bag,Electronics & Energy,600D Polyester,Targus,40.47,Clear,Uk,3.0,25418,True,Etsy,None
P004041,Paper-Based Pet Food Bag,Pet Care,"Kraft Paper, Foil Lining",Open Farm,47.83,Grey,Sweden,4.7,22817,True,Brand Store Z,None
P004042,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,24.14,Unknown,Brazil,3.7,27822,True,Walmart,None
P004043,Organic Cotton Tote Bag,Food & Beverage,100% Organic Cotton,Baggu,14.85,Unknown,Usa,3.8,6553,True,Greenshop,Gots
P004044,Synthetic Pet Bed,Pet Care,"Polyester Fill, Polyester Cover",Furhaven,24.15,Clear,Canada,4.2,21604,True,Target,None
P004045,Wool Dryer Balls,Cleaning,New Zealand Wool,Friendsheep,19.0,Brown,Australia,3.7,45245,True,Target,Gots
P004046,Aluminum Deodorant,Personal Care,"Aluminum, Plastic",Sure,3.44,Unknown,Australia,4.3,25418,True,Whole Foods,None
P004047,Recycled Paper Notebook,Office & Stationery,"100% Recycled Paper, Cardboard Cover",Ecosystem,9.88,White,Germany,4.2,24486,True,Online Shop A,Fsc Certified
P004048,Cloth Dish Towel,Kitchen & Dining,100% Cotton,Williams-Sonoma,15.83,Red,France,4.3,41967,False,Etsy,None
P004049,Plantable Pencil,Office & Stationery,"Recycled Newspaper, Seed Capsule",Sprout,9.04,Unknown,Unknown,4.9,44557,True,Etsy,None
P004050,Cellulose Dish Sponge,Kitchen & Dining,"Natural Cellulose, Loofah",Twist,5.07,Purple,Brazil,5.0,10215,True,Marketplace Y,Cosmos Natural
P004051,Gas Lawn Mower,Garden & Outdoors,"Steel, Aluminum, Gasoline Engine",Honda,373.41,Pink,Netherlands,3.1,7009,True,Ecoretail,None
P004052,Natural Rubber Bath Toy,Baby & Kids,100% Natural Hevea Rubber,Hevea,14.1,Beige,Germany,4.5,22208,False,Greenshop,None
P004053,Bamboo Dish Brush,Kitchen & Dining,"Bamboo, Plant Fiber Bristles",Full Circle,6.87,Pink,Australia,3.3,47498,True,Whole Foods,Fsc Certified
